Afghanistan,5,0,3,5,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,7,1
Albania,3,0,0,3,1,0,0,1,0,1,0,6,0,0,0,0,1,0,0,0,1,0,6,6
Algeria,4,2,0,3,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,4
American-Samoa,6,0,0,5,1,0,1,1,1,0,1,2,0,0,0,0,0,0,1,1,1,0,2,6
Andorra,3,3,0,3,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,6
Angola,4,0,2,3,1,0,0,1,0,1,0,6,0,0,0,0,1,0,0,1,0,0,6,7
Anguilla,1,0,1,3,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,4,2
Antigua-Barbuda,1,0,1,5,1,0,1,1,1,1,0,6,0,0,0,0,1,0,1,0,0,0,7,6
Argentina,2,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2
Argentine,2,0,3,3,0,0,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,2
Australia,6,0,0,3,1,0,1,0,1,0,0,2,0,1,1,1,6,0,0,0,0,0,4,2
Austria,3,0,3,2,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6
Bahamas,1,0,3,3,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,2
Bahrain,5,0,0,2,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6
Bangladesh,5,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Barbados,1,3,0,3,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,2
Belgium,3,3,0,3,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,7,6
Belize,1,0,2,8,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,1,1,6,6
Benin,4,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Bermuda,1,0,0,6,1,1,1,1,1,1,0,6,1,1,1,1,0,0,0,1,1,0,4,6
Bhutan,5,0,0,4,1,0,0,0,1,1,1,5,4,0,0,0,0,0,0,0,1,0,5,6
Bolivia,2,0,3,3,1,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,1
Botswana,4,0,5,3,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2
Brazil,2,0,0,4,0,1,1,1,1,0,0,1,1,0,0,0,22,0,0,0,0,1,1,1
British-Virgin-Isles,1,0,0,6,1,1,1,1,1,0,1,2,0,1,1,1,0,0,0,1,1,1,4,2
Brunei,5,0,0,4,1,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,1,1,4,3
Bulgaria,3,0,3,5,1,1,1,1,1,0,0,6,0,0,0,0,1,0,0,1,1,0,4,6
Burkina,4,0,2,3,1,1,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,6,1
Burma,5,0,0,3,1,0,1,0,1,0,0,6,0,0,0,1,14,0,0,1,1,0,2,6
Burundi,4,0,0,3,1,1,0,0,1,0,0,6,1,0,1,0,3,0,0,0,0,0,4,4
Cameroon,4,3,0,3,1,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,3
Canada,1,2,0,2,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,6,6
Cape-Verde-Islands,4,1,2,5,1,1,0,1,0,1,1,3,0,0,0,0,1,0,0,0,1,0,6,1
Cayman-Islands,1,0,0,6,1,1,1,1,1,0,1,2,1,1,1,1,4,0,0,1,1,1,4,2
Central-African-Republic,4,1,0,5,1,1,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,2,3
Chad,4,3,0,3,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,6
Chile,2,0,2,3,1,0,1,0,1,0,0,6,0,0,0,1,1,0,0,0,0,0,2,6
China,5,0,0,2,1,0,0,1,0,0,0,6,0,0,0,0,5,0,0,0,0,0,6,6
Colombia,2,0,3,3,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6
Comorro-Islands,4,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,1,1
Congo,4,0,0,3,1,1,0,1,0,0,0,6,0,0,0,0,1,0,0,1,1,0,6,6
Cook-Islands,6,0,0,4,1,0,1,0,1,0,0,2,1,1,1,1,15,0,0,0,0,0,4,2
Costa-Rica,1,0,5,3,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2
Cuba,1,0,5,3,1,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,2,2
Cyprus,3,0,0,3,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,1,1,0,4,4
Czechoslovakia,3,0,0,3,1,0,1,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,4,6
Denmark,3,0,0,2,1,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,6,6
Djibouti,4,0,0,4,1,1,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,4,1
Dominica,1,0,0,6,1,1,1,1,1,1,0,1,1,0,0,0,10,0,0,0,1,0,1,1
Dominican-Republic,1,0,0,3,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2
Ecuador,2,0,3,3,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6
Egypt,4,0,3,4,1,0,0,1,1,1,0,7,0,0,0,0,0,0,0,0,1,1,6,7
El-Salvador,1,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2
Equatorial-Guinea,4,0,3,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6
Ethiopia,4,0,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6
Faeroes,3,0,0,3,1,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,4,4
Falklands-Malvinas,2,0,0,6,1,1,1,1,1,0,0,2,1,1,1,1,0,0,0,1,1,1,4,2
Fiji,6,0,0,7,1,1,1,1,1,0,1,2,0,2,1,1,0,0,0,1,1,0,4,2
Finland,3,0,0,2,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,4,4
France,3,3,0,3,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,6
French-Guiana,2,3,0,3,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,6
French-Polynesia,6,0,3,5,1,0,1,1,1,1,0,6,1,0,0,0,1,0,0,1,0,0,6,6
Gabon,4,0,3,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
Gambia,4,0,5,4,1,1,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,1
Germany-DDR,3,0,3,3,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,7,3
Germany-FRG,3,0,3,3,1,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,7,3
Ghana,4,0,3,4,1,1,0,1,0,1,0,6,0,0,0,0,1,0,0,0,0,0,6,1
Gibraltar,3,0,1,3,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,4,6
Greece,3,0,9,2,0,0,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,2,2
Greenland,1,0,0,2,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,4,6
Grenada,1,0,0,3,1,1,0,1,0,0,0,3,1,0,0,0,7,0,1,0,1,0,6,6
Guam,6,0,0,7,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,1,1,1,6,6
Guatemala,1,3,0,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2
Guinea,4,3,0,3,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,1
Guinea-Bissau,4,1,2,4,1,1,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,6,1
Guyana,2,0,0,5,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,7,1
Haiti,1,2,0,2,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,7,6
Honduras,1,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,2,2
Hong-Kong,5,0,0,6,1,1,1,1,1,0,1,2,1,1,1,1,0,0,0,1,1,1,4,2
Hungary,3,0,3,3,1,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,1
Iceland,3,0,0,3,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2
India,5,0,3,4,0,1,1,0,1,0,1,5,1,0,0,0,0,0,0,1,0,0,5,1
Indonesia,6,0,2,2,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4
Iran,5,0,3,3,1,1,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,1,1,6
Iraq,5,0,3,4,1,1,0,0,1,1,0,6,0,0,0,0,3,0,0,0,0,0,6,7
Ireland,3,3,0,3,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
Israel,5,0,2,2,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,2,2
Italy,3,3,0,3,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,6
Ivory-Coast,4,3,0,3,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,6,1
Jamaica,1,0,0,3,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,3,3
Japan,5,0,0,2,1,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,4,4
Jordan,5,0,3,4,1,1,0,0,1,1,0,7,0,0,0,0,1,0,1,0,0,0,7,1
Kampuchea,5,0,0,2,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,6,6
Kenya,4,0,5,4,1,1,0,0,1,1,0,6,1,0,0,0,0,0,0,1,0,0,7,1
Kiribati,6,0,0,4,1,0,1,1,1,0,0,6,0,0,0,0,1,0,0,1,1,0,6,2
Kuwait,5,0,3,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
Laos,5,0,3,3,1,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,6,6
Lebanon,5,0,2,4,1,1,0,0,1,0,1,6,0,0,0,0,0,0,0,0,1,0,6,6
Lesotho,4,2,0,4,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2
Liberia,4,0,11,3,1,0,1,0,1,0,0,6,0,0,0,1,1,0,0,0,0,0,2,6
Libya,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Liechtenstein,3,0,2,3,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,2,6
Luxembourg,3,0,3,3,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,2
Malagasy,4,1,2,3,1,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,4,1
Malawi,4,0,3,3,1,1,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,7,1
Malaysia,5,0,14,4,1,0,1,1,1,0,0,6,0,0,0,1,1,1,0,0,0,0,2,4
Maldive-Islands,5,0,0,3,1,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,6,6
Mali,4,3,0,3,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6
Malta,3,2,0,3,1,0,0,0,1,1,0,6,0,1,0,0,0,0,0,1,0,0,4,6
Marianas,6,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,2,2
Mauritania,4,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Mauritius,4,0,4,4,1,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,1
Mexico,1,3,0,4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,6
Micronesia,6,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,2,2
Monaco,3,0,2,2,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4
Mongolia,5,3,0,3,1,0,1,1,0,0,0,6,2,0,0,0,1,1,1,1,0,0,6,6
Montserrat,1,0,0,7,1,1,1,1,1,1,0,2,0,2,1,1,0,0,0,1,1,0,4,2
Morocco,4,0,0,2,1,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,6,6
Mozambique,4,0,5,5,1,1,0,1,1,1,0,3,0,0,0,0,1,0,1,1,0,0,1,3
Nauru,6,0,3,3,0,0,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,2
Nepal,5,0,0,3,0,0,1,0,1,0,1,8,0,0,0,0,2,1,0,0,0,0,2,2
Netherlands,3,0,3,3,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,2
Netherlands-Antilles,1,0,1,3,1,0,1,0,1,0,0,4,0,0,0,0,6,0,0,0,0,0,4,4
New-Zealand,6,0,0,3,1,0,1,0,1,0,0,2,0,1,1,1,4,0,0,0,0,0,4,2
Nicaragua,1,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2
Niger,4,0,3,3,0,1,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,5,1
Nigeria,4,3,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Niue,6,0,0,4,1,0,1,1,1,0,0,3,1,1,1,1,5,0,0,0,0,0,4,3
North-Korea,5,0,5,3,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,2,2
North-Yemen,5,0,3,4,1,1,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,0,6,7
Norway,3,0,0,3,1,0,1,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,6,6
Oman,5,0,2,3,1,1,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,6,1
Pakistan,5,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,4,1
Panama,2,0,0,3,1,0,1,0,1,0,0,6,0,0,0,4,2,0,0,0,0,0,4,4
Papua-New-Guinea,6,0,0,4,1,0,0,1,1,1,0,7,0,0,0,0,5,0,1,0,1,0,6,7
Parguay,2,0,3,6,1,1,1,1,1,1,0,6,1,0,0,0,1,0,0,1,1,1,6,2
Peru,2,3,0,2,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6
Philippines,6,0,0,4,1,0,1,1,1,0,0,2,0,0,0,0,4,0,1,0,0,0,2,6
Poland,3,0,2,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6
Portugal,3,0,0,5,1,1,1,1,1,0,0,6,1,0,0,0,0,0,0,1,0,0,1,6
Puerto-Rico,1,0,5,3,1,0,1,0,1,0,0,6,0,0,0,0,1,0,1,0,0,0,6,6
Qatar,5,0,0,2,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,4,8
Romania,3,3,0,7,1,1,1,1,1,0,1,6,0,0,0,0,2,0,0,1,1,1,2,6
Rwanda,4,3,0,4,1,1,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,1,6,1
San-Marino,3,0,2,2,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2
Sao-Tome,4,0,3,4,1,1,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1,1
Saudi-Arabia,5,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
Senegal,4,3,0,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6
Seychelles,4,0,0,3,1,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,1
Sierra-Leone,4,0,3,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
Singapore,5,0,2,2,1,0,0,0,1,0,0,4,0,0,0,0,5,1,0,0,0,0,6,4
Soloman-Islands,6,0,0,4,0,1,1,1,1,0,0,1,0,0,0,0,5,0,1,0,0,0,2,1
Somalia,4,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,2
South-Africa,4,0,3,5,1,1,1,0,1,0,1,5,0,1,1,0,0,0,0,0,0,0,5,2
South-Korea,5,0,0,4,1,0,1,0,1,1,0,4,1,0,0,0,0,0,0,1,0,0,4,4
South-Yemen,5,0,3,4,1,0,1,0,1,1,0,6,0,0,0,0,1,0,1,0,0,0,6,7
Spain,3,0,3,2,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6
Sri-Lanka,5,2,0,4,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,1,1,0,3,3
St-Helena,4,0,0,7,1,1,1,1,1,0,1,2,0,1,1,1,0,0,0,1,0,0,4,2
St-Kitts-Nevis,1,0,0,5,1,1,0,1,1,1,0,1,0,0,0,0,2,0,1,0,0,0,1,6
St-Lucia,1,0,0,4,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,2,2
St-Vincent,1,5,0,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1
Sudan,4,0,3,4,1,1,0,0,1,1,0,6,0,0,0,0,0,0,1,0,0,0,6,7
Surinam,2,0,5,4,1,1,0,1,1,0,0,6,0,0,0,0,1,0,0,0,0,0,1,1
Swaziland,4,0,5,7,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,2,2
Sweden,3,0,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2
Switzerland,3,0,0,2,1,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,6,6
Syria,5,0,3,4,1,1,0,0,1,1,0,6,0,0,0,0,2,0,0,0,0,0,6,7
Taiwan,5,0,0,3,1,0,1,0,1,0,0,6,1,0,0,1,1,0,0,0,0,0,2,6
Tanzania,4,0,0,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2
Thailand,5,0,5,3,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6
Togo,4,0,5,4,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,6,1
Tonga,6,0,0,2,1,0,0,0,1,0,0,6,0,1,0,1,0,0,0,0,0,0,4,6
Trinidad-Tobago,2,0,0,3,1,0,0,0,1,1,0,6,0,0,0,0,0,0,1,0,0,0,4,4
Tunisia,4,0,0,2,1,0,0,0,1,0,0,6,1,0,0,0,1,1,0,0,0,0,6,6
Turkey,5,0,0,2,1,0,0,0,1,0,0,6,0,0,0,0,1,1,0,0,0,0,6,6
Turks-Cocos-Islands,1,0,0,6,1,1,1,1,1,0,1,2,0,1,1,1,0,0,0,1,1,0,4,2
Tuvalu,6,0,0,5,1,0,1,1,1,0,0,2,0,1,1,1,9,0,0,0,0,0,4,2
UAE,5,1,3,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,7
Uganda,4,0,6,5,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,7,6
UK,3,0,0,3,1,0,1,0,1,0,0,6,0,1,1,0,0,0,0,0,0,0,4,6
Uruguay,2,0,9,3,0,0,1,1,1,0,0,4,0,0,0,1,1,0,0,0,0,0,4,4
US-Virgin-Isles,1,0,0,6,1,1,1,1,1,0,0,4,0,0,0,0,0,0,0,1,1,1,4,4
USA,1,0,13,3,1,0,1,0,1,0,0,4,0,0,0,1,50,0,0,0,0,0,2,6
USSR,5,0,0,2,1,0,0,1,0,0,0,6,0,0,0,0,1,0,0,1,0,0,6,6
Vanuatu,6,0,0,4,1,1,0,1,0,1,0,6,0,0,0,0,0,0,1,0,1,0,7,1
Vatican-City,3,2,0,4,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,3,4
Venezuela,2,0,3,7,1,1,1,1,1,1,1,6,0,0,0,0,7,0,0,1,1,0,3,6
Vietnam,5,0,0,2,1,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,6,6
Western-Samoa,6,0,0,3,1,0,1,0,1,0,0,6,0,0,0,1,5,0,0,0,0,0,2,6
Yugoslavia,3,0,3,4,1,0,1,1,1,0,0,6,0,0,0,0,1,0,0,0,0,0,2,6
Zaire,4,0,0,4,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1
Zambia,4,3,0,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,8
Zimbabwe,4,0,7,5,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
